 ,Name,Year,Races,WatersideA,WatersideB,WatersideC,WatersideD,DWSenior,DWJunior,DWEndeavour,DWVetJunior,DWSingles
2018 - Edington Catriona & Wilks Madeleine,Edington Catriona & Wilks Madeleine,2018,1,2.67,0,0,0,0,0,0,0,0
2018 - Edwards Duncan & Fort Rachel,Edwards Duncan & Fort Rachel,2018,2,2.15,2.65,0,0,0,0,0,0,0
2018 - Edwards Roger & Priday Jill,Edwards Roger & Priday Jill,2018,2,3,3.75,0,0,0,0,0,0,0
2018 - Ehrmann Theo & Sutcliffe Max,Ehrmann Theo & Sutcliffe Max,2018,1,2.72,0,0,0,0,0,0,0,0
2018 - Elliot Tom & Price Robin,Elliot Tom & Price Robin,2018,2,3.1,3.62,0,0,0,0,0,0,0
2018 - Ellis Charlotte & Terry Stacey,Ellis Charlotte & Terry Stacey,2018,1,2.58,0,0,0,0,0,0,0,0
2018 - Ellis James & Ellis William,Ellis James & Ellis William,2018,2,2.57,3.02,0,0,0,0,0,0,0
2018 - Emerson Will & Wylie Finnbhar,Emerson Will & Wylie Finnbhar,2018,2,2.53,3.07,0,0,0,0,0,0,0
2018 - Enislidis Georg & Mayne Tom,Enislidis Georg & Mayne Tom,2018,1,2.93,0,0,0,0,0,0,0,0
2018 - Escott James,Escott James,2018,1,0,2.45,0,0,0,0,0,0,0
2018 - Fielden Katherine & Fielden Paul,Fielden Katherine & Fielden Paul,2018,2,2.57,3.12,0,0,0,0,0,0,0
2018 - Fieldo'hanlon Caitlin,Fieldo'hanlon Caitlin,2018,2,3.25,3.53,0,0,0,0,0,0,0
2018 - Fields Kirstin & Linger Katherine,Fields Kirstin & Linger Katherine,2018,2,2.75,3.18,0,0,0,0,0,0,0
2018 - Fillingham Malcolm & Fillingham P,Fillingham Malcolm & Fillingham P,2018,1,2.42,0,0,0,0,0,0,0,0
2018 - Fischer Anna. Maria,Fischer Anna. Maria,2018,2,3.07,3.6,0,0,0,0,0,0,0
2018 - Flack Annelies & Mcara Neil,Flack Annelies & Mcara Neil,2018,1,0,2.58,0,0,0,0,0,0,0
2018 - Flockhart Alex,Flockhart Alex,2018,1,3.68,0,0,0,0,0,0,0,0
2018 - Fooks Algie & Scott Tom,Fooks Algie & Scott Tom,2018,1,2.63,0,0,0,0,0,0,0,0
2018 - Fortune Tom & Harrison Mark,Fortune Tom & Harrison Mark,2018,1,3.12,0,0,0,0,0,0,0,0
2018 - Fowkes Laurence & Pope Nick,Fowkes Laurence & Pope Nick,2018,1,2.33,0,0,0,0,0,0,0,0
2018 - Francis Sarah,Francis Sarah,2018,2,2.92,3.47,0,0,0,0,0,0,0
2018 - Freeland Charlie & Jepson Klara,Freeland Charlie & Jepson Klara,2018,1,2.7,0,0,0,0,0,0,0,0
2018 - Freeland Harry & Stanley Dominic,Freeland Harry & Stanley Dominic,2018,1,2.42,0,0,0,0,0,0,0,0
2018 - Freeland Jeremy,Freeland Jeremy,2018,1,2.07,0,0,0,0,0,0,0,0
2018 - Freeman Anoushka & Wallace-Loizou Maia,Freeman Anoushka & Wallace-Loizou Maia,2018,1,1.97,0,0,0,0,0,0,0,0
2018 - Frost Peter,Frost Peter,2018,1,3.2,0,0,0,0,0,0,0,0
2018 - Frost Peter & Grant Steven,Frost Peter & Grant Steven,2018,1,0,3.68,0,0,0,0,0,0,0
2018 - Frost Steve & Upham Eddie,Frost Steve & Upham Eddie,2018,2,3.1,3.5,0,0,0,0,0,0,0
2018 - Fryer David & Stafford Tom,Fryer David & Stafford Tom,2018,1,0,3.23,0,0,0,0,0,0,0
2018 - Fryer Tom & Prowse James,Fryer Tom & Prowse James,2018,2,2.17,2.73,0,0,0,0,0,0,0
2018 - Gafford Catherine & Phipps Tamsin Jane,Gafford Catherine & Phipps Tamsin Jane,2018,2,2.85,3.25,0,0,0,0,0,0,0
2018 - Gibbard Charlie & Gibbons Jacob,Gibbard Charlie & Gibbons Jacob,2018,1,2.48,0,0,0,0,0,0,0,0
2018 - Gilbert-Johns Jack & Hinves Xavier,Gilbert-Johns Jack & Hinves Xavier,2018,1,2.12,0,0,0,0,0,0,0,0
2018 - Gilbert Harry & Pearce Ryan,Gilbert Harry & Pearce Ryan,2018,2,2.07,2.45,0,0,0,0,0,0,0
2018 - Gilbert Stephen & Rush Steve,Gilbert Stephen & Rush Steve,2018,2,2.73,3.27,0,0,0,0,0,0,0
2018 - Gilks Malcolm & Smith Paul,Gilks Malcolm & Smith Paul,2018,2,2.98,3.6,0,0,0,0,0,0,0
2018 - Gillespie Cameron & Miles Toby,Gillespie Cameron & Miles Toby,2018,2,3.12,4.05,0,0,0,0,0,0,0
2018 - Gillespie Janet & Moon Adrian,Gillespie Janet & Moon Adrian,2018,1,2.95,0,0,0,0,0,0,0,0
2018 - Golder Elena,Golder Elena,2018,1,2.65,0,0,0,0,0,0,0,0
2018 - Gorst Daniel & Willis Stephen,Gorst Daniel & Willis Stephen,2018,2,2.22,2.77,0,0,0,0,0,0,0
2018 - Gray Edmund & Millington Michael,Gray Edmund & Millington Michael,2018,2,2.25,2.8,0,0,0,0,0,0,0
2018 - Green Carraig & Morgan Tom,Green Carraig & Morgan Tom,2018,1,2.57,0,0,0,0,0,0,0,0
2018 - Green Jerry & Harcourt Thomas,Green Jerry & Harcourt Thomas,2018,1,3.07,0,0,0,0,0,0,0,0
2018 - Gregory Paul & Leeke Gary,Gregory Paul & Leeke Gary,2018,2,2.55,3.03,0,0,0,0,0,0,0
2018 - Griffin Jack & Heppell Tom,Griffin Jack & Heppell Tom,2018,1,2.43,0,0,0,0,0,0,0,0
2018 - Grimsey Damon,Grimsey Damon,2018,1,2.25,0,0,0,0,0,0,0,0
2018 - Grimsey Daniel & Hinves Matthew,Grimsey Daniel & Hinves Matthew,2018,1,1.98,0,0,0,0,0,0,0,0
2018 - Groves Christopher & Walker Thomas,Groves Christopher & Walker Thomas,2018,1,0,3.55,0,0,0,0,0,0,0
2018 - Guest Lucy & Lever Molly,Guest Lucy & Lever Molly,2018,2,2.32,2.88,0,0,0,0,0,0,0
2018 - Guinard Patrick,Guinard Patrick,2018,1,2.95,0,0,0,0,0,0,0,0
2018 - Gunningham James & Jeffery Tom,Gunningham James & Jeffery Tom,2018,1,2.57,0,0,0,0,0,0,0,0
2018 - Gurney David,Gurney David,2018,1,2.33,0,0,0,0,0,0,0,0
2018 - Gurney David & Smythe James,Gurney David & Smythe James,2018,1,0,2.67,0,0,0,0,0,0,0
2018 - Hall Zak & Simpson J J,Hall Zak & Simpson J J,2018,2,2.53,3.08,0,0,0,0,0,0,0
2018 - Hallam David,Hallam David,2018,2,2.1,2.6,0,0,0,0,0,0,0
2018 - Harcourt Tom & Jones Owain,Harcourt Tom & Jones Owain,2018,1,0,2.97,0,0,0,0,0,0,0
2018 - Harley Thor,Harley Thor,2018,1,0,2.87,0,0,0,0,0,0,0
2018 - Harrington Matthew & Wilson Thomas,Harrington Matthew & Wilson Thomas,2018,2,2.55,2.92,0,0,0,0,0,0,0
2018 - Harrison Patrick & Wood Martin,Harrison Patrick & Wood Martin,2018,1,0,3.88,0,0,0,0,0,0,0
2018 - Hawkings Felix & Lewin James,Hawkings Felix & Lewin James,2018,1,0,2.68,0,0,0,0,0,0,0
2018 - Hawkings Felix & Li Minglin,Hawkings Felix & Li Minglin,2018,1,2.37,0,0,0,0,0,0,0,0
2018 - Hendron Richard & Morris Charlie,Hendron Richard & Morris Charlie,2018,1,0,2.6,0,0,0,0,0,0,0
2018 - Henry Louise,Henry Louise,2018,1,0,3.45,0,0,0,0,0,0,0
2018 - Henry Louise & Pearson James,Henry Louise & Pearson James,2018,1,2.55,0,0,0,0,0,0,0,0
2018 - Henson Adrian & Nieveen Richard,Henson Adrian & Nieveen Richard,2018,1,2.2,0,0,0,0,0,0,0,0
2018 - Herbert Nick,Herbert Nick,2018,2,2.27,2.85,0,0,0,0,0,0,0
2018 - Hewitt Bill & Mcbain Josh,Hewitt Bill & Mcbain Josh,2018,1,2.92,0,0,0,0,0,0,0,0
2018 - Hext Toby,Hext Toby,2018,1,2.83,0,0,0,0,0,0,0,0
2018 - Hibberd Nick,Hibberd Nick,2018,2,2.18,2.77,0,0,0,0,0,0,0
2018 - Higgins Connor,Higgins Connor,2018,1,2.97,0,0,0,0,0,0,0,0
2018 - Hill Owen & Waters Charlie,Hill Owen & Waters Charlie,2018,2,2.72,3.45,0,0,0,0,0,0,0
2018 - Hills Irene,Hills Irene,2018,1,0,3.78,0,0,0,0,0,0,0
2018 - Hills Ludy & Quigley Eamon,Hills Ludy & Quigley Eamon,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Hinves James & Kent Richard,Hinves James & Kent Richard,2018,2,1.95,2.38,0,0,0,0,0,0,0
2018 - Hodge Jamie & Jameson Ran,Hodge Jamie & Jameson Ran,2018,1,0,3.62,0,0,0,0,0,0,0
2018 - Holden Martha & Parks-Tunstall Natasha,Holden Martha & Parks-Tunstall Natasha,2018,1,3.68,0,0,0,0,0,0,0,0
2018 - Holland Tom & Preston Michael,Holland Tom & Preston Michael,2018,2,2.35,2.75,0,0,0,0,0,0,0
2018 - Holmes Paul & Howatson Allan,Holmes Paul & Howatson Allan,2018,1,2.45,0,0,0,0,0,0,0,0
2018 - Holmes Tammy & Myatt Marie,Holmes Tammy & Myatt Marie,2018,1,2.92,0,0,0,0,0,0,0,0
2018 - Hones William & Johnson-Ferguso Alastair,Hones William & Johnson-Ferguso Alastair,2018,2,2.28,2.83,0,0,0,0,0,0,0
2018 - Hotchkiss Christopher,Hotchkiss Christopher,2018,2,2.8,3.57,0,0,0,0,0,0,0
2018 - Houghting Emma & Houghting Shane,Houghting Emma & Houghting Shane,2018,1,2.57,0,0,0,0,0,0,0,0
2018 - Huisman Martine & Meyer Russell,Huisman Martine & Meyer Russell,2018,1,2.3,0,0,0,0,0,0,0,0
2018 - Humphries Jared & Neale Clive,Humphries Jared & Neale Clive,2018,2,2.02,2.45,0,0,0,0,0,0,0
2018 - Huntingford Francis,Huntingford Francis,2018,1,1.93,0,0,0,0,0,0,0,0
2018 - Huntingford Matilda & Taylor Jess,Huntingford Matilda & Taylor Jess,2018,2,2.87,3.43,0,0,0,0,0,0,0
2018 - Ingham Ryan & Martyn Jordan,Ingham Ryan & Martyn Jordan,2018,1,1.88,0,0,0,0,0,0,0,0
2018 - Ingpen Andrew,Ingpen Andrew,2018,1,0,3.32,0,0,0,0,0,0,0
2018 - Jackson Paul & Whitehead Robert,Jackson Paul & Whitehead Robert,2018,1,2.65,0,0,0,0,0,0,0,0
2018 - James Alexander & Wake Harry,James Alexander & Wake Harry,2018,1,2.8,0,0,0,0,0,0,0,0
2018 - Jenkins Justine & Millest Sarah,Jenkins Justine & Millest Sarah,2018,2,2.42,2.97,0,0,0,0,0,0,0
2018 - Johnson Matthew & Pendle Tim,Johnson Matthew & Pendle Tim,2018,1,1.65,0,0,0,0,0,0,0,0
2018 - Johnson Nicholas,Johnson Nicholas,2018,2,2.23,2.8,0,0,0,0,0,0,0
2018 - Jones Abigail & Jones Peter,Jones Abigail & Jones Peter,2018,1,0,3.27,0,0,0,0,0,0,0
2018 - Jones Dan & Stevens Reeve,Jones Dan & Stevens Reeve,2018,1,2.33,0,0,0,0,0,0,0,0
2018 - Jones Peter,Jones Peter,2018,1,2.6,0,0,0,0,0,0,0,0
2018 - Jones Simon & Scragg Gareth,Jones Simon & Scragg Gareth,2018,1,2.6,0,0,0,0,0,0,0,0
2018 - Jordan Aaron,Jordan Aaron,2018,1,0,2.58,0,0,0,0,0,0,0
2018 - Keeton Shirley,Keeton Shirley,2018,1,2.72,0,0,0,0,0,0,0,0
2018 - Keeton Shirley & Morrison Miriam,Keeton Shirley & Morrison Miriam,2018,1,0,3.1,0,0,0,0,0,0,0
2018 - Khati Badadal,Khati Badadal,2018,1,2.68,0,0,0,0,0,0,0,0
2018 - Khati Badadal & Stead Ian,Khati Badadal & Stead Ian,2018,1,0,2.88,0,0,0,0,0,0,0
2018 - Killingbeck Georgina & Tilley Lizzie,Killingbeck Georgina & Tilley Lizzie,2018,1,2.5,0,0,0,0,0,0,0,0
2018 - King Elizabeth & King Nick,King Elizabeth & King Nick,2018,1,3.15,0,0,0,0,0,0,0,0
2018 - Kirkpatrick Dylan & Pothecary Tor,Kirkpatrick Dylan & Pothecary Tor,2018,2,3.53,4.23,0,0,0,0,0,0,0
2018 - Kraus Lena & Middleton Megan,Kraus Lena & Middleton Megan,2018,2,2.2,2.73,0,0,0,0,0,0,0
2018 - Langton Jonathan & Mccormick Adam,Langton Jonathan & Mccormick Adam,2018,1,2.52,0,0,0,0,0,0,0,0
2018 - Lau Christie & Ma Elyn,Lau Christie & Ma Elyn,2018,1,3.42,0,0,0,0,0,0,0,0
2018 - Lavarack Ian & Loy Peter,Lavarack Ian & Loy Peter,2018,1,0,2.77,0,0,0,0,0,0,0
2018 - Lawson Iain,Lawson Iain,2018,2,2.52,2.97,0,0,0,0,0,0,0
2018 - Lee Matthew & Sweet Jon,Lee Matthew & Sweet Jon,2018,2,2.52,3.03,0,0,0,0,0,0,0
2018 - Leg David. Button,Leg David. Button,2018,1,2.48,0,0,0,0,0,0,0,0
2018 - Legend John. Hayden,Legend John. Hayden,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Legend Steve. Peake & Purchas Mike,Legend Steve. Peake & Purchas Mike,2018,1,2.42,0,0,0,0,0,0,0,0
2018 - Leissing Thomas & Polgreen Elizabeth,Leissing Thomas & Polgreen Elizabeth,2018,1,1.92,0,0,0,0,0,0,0,0
2018 - Lewin James,Lewin James,2018,1,2.17,0,0,0,0,0,0,0,0
2018 - Lewis Richard & Missen Stan,Lewis Richard & Missen Stan,2018,1,0,2.47,0,0,0,0,0,0,0
2018 - Li Minglin & Stewart Ollie,Li Minglin & Stewart Ollie,2018,1,0,3.18,0,0,0,0,0,0,0
2018 - Little Alexander,Little Alexander,2018,1,0,2.82,0,0,0,0,0,0,0
2018 - Lobban Keith & Sunga Lance,Lobban Keith & Sunga Lance,2018,1,2.77,0,0,0,0,0,0,0,0
2018 - Long Jessica & Long Sophie,Long Jessica & Long Sophie,2018,1,2.53,0,0,0,0,0,0,0,0
2018 - Lyness Matt & Stanton Rick,Lyness Matt & Stanton Rick,2018,1,2.72,0,0,0,0,0,0,0,0
2018 - Macken Ross,Macken Ross,2018,1,2.55,0,0,0,0,0,0,0,0
2018 - Macnab Jarvis & Tonkin Alexander,Macnab Jarvis & Tonkin Alexander,2018,1,2.12,0,0,0,0,0,0,0,0
2018 - Mankarivos Venecia & White Lyndon,Mankarivos Venecia & White Lyndon,2018,2,3.03,3.45,0,0,0,0,0,0,0
2018 - Martin Mike,Martin Mike,2018,2,2.17,2.67,0,0,0,0,0,0,0
2018 - Martyn Caroline & Smith Kaye,Martyn Caroline & Smith Kaye,2018,1,2.97,0,0,0,0,0,0,0,0
2018 - Martyn Samantha,Martyn Samantha,2018,1,2.17,0,0,0,0,0,0,0,0
2018 - Maxted Andy & Wilcock Barry,Maxted Andy & Wilcock Barry,2018,2,2.4,3.02,0,0,0,0,0,0,0
2018 - Mayes Jon & Wilson Sam,Mayes Jon & Wilson Sam,2018,1,0,2.72,0,0,0,0,0,0,0
2018 - Mayes Jon & Wilson Stu,Mayes Jon & Wilson Stu,2018,1,2.27,0,0,0,0,0,0,0,0
2018 - Mcara Neil,Mcara Neil,2018,1,2.13,0,0,0,0,0,0,0,0
2018 - Mccluskey Steve,Mccluskey Steve,2018,1,0,3.22,0,0,0,0,0,0,0
2018 - Mceleney Scott & Mceleney Stephen,Mceleney Scott & Mceleney Stephen,2018,2,2.88,3.52,0,0,0,0,0,0,0
2018 - Mcmullen Georgina,Mcmullen Georgina,2018,1,0,2.93,0,0,0,0,0,0,0
2018 - Mellelieu John & Sampson Paul,Mellelieu John & Sampson Paul,2018,2,2.47,3.15,0,0,0,0,0,0,0
2018 - Metcalfe Vicky & Murnaghan Liz,Metcalfe Vicky & Murnaghan Liz,2018,2,2.58,3.1,0,0,0,0,0,0,0
2018 - Middlehurst Sue,Middlehurst Sue,2018,2,2.77,3.4,0,0,0,0,0,0,0
2018 - Mills Matthew,Mills Matthew,2018,2,2.38,2.8,0,0,0,0,0,0,0
2018 - Mobbs Holly & Parker Sophie,Mobbs Holly & Parker Sophie,2018,1,2.37,0,0,0,0,0,0,0,0
2018 - Moorhouse Claudia & Moorhouse Dominic,Moorhouse Claudia & Moorhouse Dominic,2018,1,2.93,0,0,0,0,0,0,0,0
2018 - Morgan Brenan & Payne Andrew,Morgan Brenan & Payne Andrew,2018,2,2.25,2.83,0,0,0,0,0,0,0
2018 - Morris Callum,Morris Callum,2018,1,2.78,0,0,0,0,0,0,0,0
2018 - Morris Simon & Walsh Tom,Morris Simon & Walsh Tom,2018,1,0,3.02,0,0,0,0,0,0,0
2018 - Moses Sarah & Rawlings Lily,Moses Sarah & Rawlings Lily,2018,1,2.85,0,0,0,0,0,0,0,0
2018 - Moxon Noah & Pepper William,Moxon Noah & Pepper William,2018,1,2.95,0,0,0,0,0,0,0,0
2018 - Nelson Peter & Nelson Thomas,Nelson Peter & Nelson Thomas,2018,2,2.82,3.4,0,0,0,0,0,0,0
2018 - Nelson Rachel & Wilson Katherine,Nelson Rachel & Wilson Katherine,2018,1,2.48,0,0,0,0,0,0,0,0
2018 - New James,New James,2018,1,2,0,0,0,0,0,0,0,0
2018 - Nobbs Ashley,Nobbs Ashley,2018,1,2.02,0,0,0,0,0,0,0,0
2018 - North Nanette & Valle Lucia,North Nanette & Valle Lucia,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Norton Kathryn & Russell Roseanne,Norton Kathryn & Russell Roseanne,2018,1,3.17,0,0,0,0,0,0,0,0
2018 - O'connor Angus,O'connor Angus,2018,1,2.73,0,0,0,0,0,0,0,0
2018 - Oliver Jonathan & Polden Jacob,Oliver Jonathan & Polden Jacob,2018,2,2.4,2.82,0,0,0,0,0,0,0
2018 - Palmer Daniel & Southey Michael,Palmer Daniel & Southey Michael,2018,2,1.85,2.28,0,0,0,0,0,0,0
2018 - Parker John,Parker John,2018,1,0,2.6,0,0,0,0,0,0,0
2018 - Parkes Matthew,Parkes Matthew,2018,2,2.02,2.47,0,0,0,0,0,0,0
2018 - Passmore Julia & Walsh Liam,Passmore Julia & Walsh Liam,2018,2,2.35,2.87,0,0,0,0,0,0,0
2018 - Pearce Madeleine & Pearce Mark S,Pearce Madeleine & Pearce Mark S,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Pearce Mark S,Pearce Mark S,2018,1,0,2.85,0,0,0,0,0,0,0
2018 - Pearse Philip,Pearse Philip,2018,1,2.05,0,0,0,0,0,0,0,0
2018 - Pemble Doug,Pemble Doug,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Petch Lula & Stewart Ollie,Petch Lula & Stewart Ollie,2018,1,2.43,0,0,0,0,0,0,0,0
2018 - Pigden Anya & Price Matt,Pigden Anya & Price Matt,2018,1,2.83,0,0,0,0,0,0,0,0
2018 - Plummer Samuel,Plummer Samuel,2018,2,1.82,2.2,0,0,0,0,0,0,0
2018 - Purchase Mike & Unwin Nigel,Purchase Mike & Unwin Nigel,2018,1,0,2.78,0,0,0,0,0,0,0
2018 - Radford Trevor,Radford Trevor,2018,1,3,0,0,0,0,0,0,0,0
2018 - Rees-Clark Samantha,Rees-Clark Samantha,2018,1,2.12,0,0,0,0,0,0,0,0
2018 - Richards Max & Warren Jake,Richards Max & Warren Jake,2018,1,2.98,0,0,0,0,0,0,0,0
2018 - Robson Ian,Robson Ian,2018,2,2.62,3.23,0,0,0,0,0,0,0
2018 - Rooks Alan & Rooks William,Rooks Alan & Rooks William,2018,1,2.28,0,0,0,0,0,0,0,0
2018 - Rooks Rob,Rooks Rob,2018,1,2.72,0,0,0,0,0,0,0,0
2018 - Rose Phil & Waite Jeremy,Rose Phil & Waite Jeremy,2018,1,2.85,0,0,0,0,0,0,0,0
2018 - Rowlands Mathew,Rowlands Mathew,2018,1,2.23,0,0,0,0,0,0,0,0
2018 - Runnegar Antony,Runnegar Antony,2018,1,0,3.18,0,0,0,0,0,0,0
2018 - Rush Pat & Thomas Ian,Rush Pat & Thomas Ian,2018,1,2.93,0,0,0,0,0,0,0,0
2018 - Ruttle Fiona & Ruttle Stephen,Ruttle Fiona & Ruttle Stephen,2018,1,0,3.48,0,0,0,0,0,0,0
2018 - Salisbury Ceridwen,Salisbury Ceridwen,2018,2,2.38,3.08,0,0,0,0,0,0,0
2018 - Salkield Peter & Young Harry,Salkield Peter & Young Harry,2018,2,2.52,3.03,0,0,0,0,0,0,0
2018 - Saunders Steven,Saunders Steven,2018,2,2.97,3.77,0,0,0,0,0,0,0
2018 - Scammell William,Scammell William,2018,1,1.9,0,0,0,0,0,0,0,0
2018 - Sharp Chris,Sharp Chris,2018,2,2.72,3.47,0,0,0,0,0,0,0
2018 - Shaw Chris & Wilson Charlie,Shaw Chris & Wilson Charlie,2018,1,2.45,0,0,0,0,0,0,0,0
2018 - Skerry Talan & Taylor Abbie,Skerry Talan & Taylor Abbie,2018,2,3.23,4.05,0,0,0,0,0,0,0
2018 - Skienar Daniel & Taylor Jago,Skienar Daniel & Taylor Jago,2018,1,3.02,0,0,0,0,0,0,0,0
2018 - Skwarska Hannah & Smith Amelie,Skwarska Hannah & Smith Amelie,2018,1,2.72,0,0,0,0,0,0,0,0
2018 - Smith Charles,Smith Charles,2018,1,1.9,0,0,0,0,0,0,0,0
2018 - Smith Kieran,Smith Kieran,2018,1,2.93,0,0,0,0,0,0,0,0
2018 - Smith Steve & Thompson Paul,Smith Steve & Thompson Paul,2018,1,2.42,0,0,0,0,0,0,0,0
2018 - Stacey Ruth,Stacey Ruth,2018,1,3.28,0,0,0,0,0,0,0,0
2018 - Stead Ian & Vittesse Dean,Stead Ian & Vittesse Dean,2018,1,2.42,0,0,0,0,0,0,0,0
2018 - Stenning Paul,Stenning Paul,2018,2,2.35,2.95,0,0,0,0,0,0,0
2018 - Stishova Anna,Stishova Anna,2018,1,0,3.78,0,0,0,0,0,0,0
2018 - Street Imogen,Street Imogen,2018,1,2.82,0,0,0,0,0,0,0,0
2018 - Strickland C & Strickland G,Strickland C & Strickland G,2018,2,2.63,3.12,0,0,0,0,0,0,0
2018 - Sze Chris & Wright Ant,Sze Chris & Wright Ant,2018,1,2.52,0,0,0,0,0,0,0,0
2018 - Taylor Ryan & Vaughan Peter,Taylor Ryan & Vaughan Peter,2018,2,2.58,3.1,0,0,0,0,0,0,0
2018 - Taylor Sam,Taylor Sam,2018,1,2.52,0,0,0,0,0,0,0,0
2018 - Thomas Andrew & Thomas Nicola,Thomas Andrew & Thomas Nicola,2018,2,2.83,3.35,0,0,0,0,0,0,0
2018 - Thorogood Glenn,Thorogood Glenn,2018,1,2.03,0,0,0,0,0,0,0,0
2018 - Thorogood Philip,Thorogood Philip,2018,2,2.02,2.45,0,0,0,0,0,0,0
2018 - Topham Finlay & Topham Nik,Topham Finlay & Topham Nik,2018,1,2.43,0,0,0,0,0,0,0,0
2018 - Treadgold James,Treadgold James,2018,2,2.07,2.5,0,0,0,0,0,0,0
2018 - Twyman Carys & Williams Freddie,Twyman Carys & Williams Freddie,2018,1,2.6,0,0,0,0,0,0,0,0
2018 - Urquhart George,Urquhart George,2018,1,2.53,0,0,0,0,0,0,0,0
2018 - Urquhart Jessie,Urquhart Jessie,2018,2,3.08,3.45,0,0,0,0,0,0,0
2018 - Veness Harry,Veness Harry,2018,2,2.1,2.58,0,0,0,0,0,0,0
2018 - Walker Katy,Walker Katy,2018,1,2.77,0,0,0,0,0,0,0,0
2018 - Walker Lucy,Walker Lucy,2018,1,2.93,0,0,0,0,0,0,0,0
2018 - Walker Peter,Walker Peter,2018,2,2.45,3.1,0,0,0,0,0,0,0
2018 - Walker Tom & Want Adam,Walker Tom & Want Adam,2018,1,2.98,0,0,0,0,0,0,0,0
2018 - Walton-Knight Bonny,Walton-Knight Bonny,2018,1,2.52,0,0,0,0,0,0,0,0
2018 - Webb Mike,Webb Mike,2018,2,2.17,2.53,0,0,0,0,0,0,0
2018 - Webb Robyn,Webb Robyn,2018,1,3.35,0,0,0,0,0,0,0,0
2018 - White Ellen & White Phil,White Ellen & White Phil,2018,1,2.48,0,0,0,0,0,0,0,0
2018 - Wilkes Peter,Wilkes Peter,2018,2,1.97,2.5,0,0,0,0,0,0,0
2018 - Wilkins Patrick,Wilkins Patrick,2018,1,3.08,0,0,0,0,0,0,0,0
2018 - Williams Nicole,Williams Nicole,2018,1,2.35,0,0,0,0,0,0,0,0
2018 - Ziober Norbert,Ziober Norbert,2018,1,0,3.48,0,0,0,0,0,0,0
2019 - Abbott Octavia,Abbott Octavia,2019,2,2.48,0,0,0,0,0,0,0,21.3
2019 - Abrams Ian & Bullock Gordon,Abrams Ian & Bullock Gordon,2019,1,0,0,0,0,34.88,0,0,0,0
2019 - Adams Matt & Jesson Chris,Adams Matt & Jesson Chris,2019,1,0,0,0,0,32.32,0,0,0,0
2019 - Adkin Sarah & Langham Joseph,Adkin Sarah & Langham Joseph,2019,1,0,0,4.17,0,0,0,0,0,0
2019 - Adnitt Nick,Adnitt Nick,2019,1,0,0,4.37,0,0,0,0,0,0
2019 - Ainsworth Oliver & Hague Matthew,Ainsworth Oliver & Hague Matthew,2019,4,0,3.38,4.33,7.28,26.33,0,0,0,0
2019 - Aldridge Harvey & Baker Jack,Aldridge Harvey & Baker Jack,2019,6,2.43,3.05,4.17,6.6,0,22.33,0,0,0
2019 - Allan Patrick & Morley Arthur,Allan Patrick & Morley Arthur,2019,1,2.62,0,0,0,0,0,0,0,0
2019 - Allen Charlie,Allen Charlie,2019,3,2.62,3.45,5.03,0,0,0,0,0,0
2019 - Allen Mae & Clarke Pete,Allen Mae & Clarke Pete,2019,5,2.27,3,3.93,6.23,0,0,0,0,0
2019 - Allen Mae & Clarke Peter,Allen Mae & Clarke Peter,2019,1,0,0,0,0,0,0,0,20.38,0
2019 - Allinson Patrick,Allinson Patrick,2019,1,2.25,0,0,0,0,0,0,0,0
2019 - Amati Alberto & Talwar Jai,Amati Alberto & Talwar Jai,2019,4,2.65,3.35,0,7.05,0,23.22,0,0,0
2019 - Ames Robert,Ames Robert,2019,1,2.95,0,0,0,0,0,0,0,0
2019 - Anderson Julian & Medland Chloe,Anderson Julian & Medland Chloe,2019,6,2.33,3.05,3.98,6.5,25.38,0,0,0,0
2019 - Arif Sirin Gizel & Stishova Anna,Arif Sirin Gizel & Stishova Anna,2019,4,0,4.15,5,7.93,0,0,0,27.95,0
2019 - Ashford Dominic & Neale Clive,Ashford Dominic & Neale Clive,2019,5,2.07,2.65,3.47,5.55,0,0,0,0,0
2019 - Astbury John & Richter Sarah,Astbury John & Richter Sarah,2019,3,0,2.88,3.92,0,23.72,0,0,0,0
2019 - Atkins Rhys & Barrett Sam,Atkins Rhys & Barrett Sam,2019,6,2.37,3.13,4.05,6.85,0,21.33,0,0,0
2019 - Avery Abigail,Avery Abigail,2019,1,2.5,0,0,0,0,0,0,0,0
2019 - Ayran Koen & Kabeer Muhammad. Al,Ayran Koen & Kabeer Muhammad. Al,2019,1,2.5,0,0,0,0,0,0,0,0
2019 - Bagshaw Matthew & Sewell James,Bagshaw Matthew & Sewell James,2019,1,0,0,0,0,23.75,0,0,0,0
2019 - Bailey Claude,Bailey Claude,2019,5,2.55,3.4,4.3,6.97,0,0,0,0,0
2019 - Baily Linda & Melly Dominic,Baily Linda & Melly Dominic,2019,1,2.92,0,0,0,0,0,0,0,0
2019 - Baker Chris & Leo Simon,Baker Chris & Leo Simon,2019,3,2.55,3.27,4.4,0,0,0,0,0,0
